UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_enc,Air temperature [K]_rolling_mean,Process temperature [K]_rolling_mean,Rotational speed [rpm]_rolling_mean,Torque [Nm]_rolling_mean,Tool wear [min]_rolling_mean,Air temperature [K]_rolling_std,Process temperature [K]_rolling_std,Rotational speed [rpm]_rolling_std,Torque [Nm]_rolling_std,Tool wear [min]_rolling_std,Air temperature [K]_rolling_var,Process temperature [K]_rolling_var,Rotational speed [rpm]_rolling_var,Torque [Nm]_rolling_var,Tool wear [min]_rolling_var
94,L47273,L,299.1,309.0,1450,43.0,40,0,0,0,0,0,0,1,298.93999999999994,308.91999999999996,1649.4,32.06,35.0,0.0894427191002154,0.04472135955001947,169.9302798208724,8.516043682367973,3.807886552931715,0.008000000000040036,0.0020000000000021177,28876.3,72.52299999999948,14.49999999999818
95,L47274,L,299.0,308.9,1622,31.9,42,0,0,0,0,0,0,1,298.96,308.91999999999996,1676.4,30.54,37.4,0.08944271910020109,0.04472135955001947,146.83085506799992,7.47014056092651,3.6469165057618445,0.008000000000037477,0.0020000000000021177,21559.299999999996,55.802999999999436,13.299999999998182
96,M14955,M,299.0,309.0,1351,52.2,44,0,0,0,0,0,0,2,298.97999999999996,308.94,1596.0,35.82,39.6,0.08366600265361947,0.05477225575055437,196.1721183043095,11.516379639452651,3.6469165057618445,0.00700000000003546,0.0030000000000041356,38483.5,132.62699999999958,13.299999999998182
97,M14956,M,299.0,309.0,1575,35.3,47,0,0,0,0,0,0,2,299.0,308.96,1545.0,37.9,42.0,0.07071067811889503,0.05477225575057772,147.15128269913245,9.872942823697484,3.807886552931715,0.005000000000033982,0.0030000000000066935,21653.5,97.47499999999962,14.49999999999818
98,M14957,M,298.9,308.9,1750,29.9,50,0,0,0,0,0,0,2,299.0,308.96,1549.6,38.46,44.6,0.07071067811889503,0.05477225575057772,154.44189846023005,9.160949732424015,3.9749213828701286,0.005000000000033982,0.0030000000000066935,23852.300000000007,83.92299999999965,15.799999999998176
99,L47278,L,298.9,308.8,1529,32.7,53,0,0,0,0,0,0,1,298.96,308.91999999999996,1565.4,36.4,47.2,0.054772255750836676,0.08366600265341172,145.4864254836169,9.042123644365828,4.438468204234223,0.0030000000000350614,0.007000000000000697,21166.30000000001,81.75999999999956,19.69999999999817
100,L47279,L,298.8,308.8,1523,44.4,55,0,0,0,0,0,0,1,298.91999999999996,308.9,1545.6,38.9,49.8,0.08366600265362965,0.09999999999999219,142.5650728614832,9.213305595713173,4.438468204234223,0.007000000000037165,0.009999999999998437,20324.80000000001,84.88499999999966,19.69999999999817
101,L47280,L,298.8,308.9,1852,25.0,57,0,0,0,0,0,0,1,298.88,308.88,1645.8,33.46,52.4,0.08366600265364495,0.08366600265339261,147.5726939511508,7.20923019468788,3.9749213828701286,0.007000000000039723,0.0069999999999974995,21777.70000000002,51.972999999999445,15.799999999998176
102,L47281,L,298.8,308.8,1991,20.7,59,0,0,0,0,0,0,1,298.84000000000003,308.84,1729.0,30.54,54.8,0.054772255750933974,0.054772255750501826,204.11393876950203,9.009605984725379,3.4928498393143363,0.0030000000000457196,0.0029999999999983803,41662.50000000002,81.17299999999936,12.199999999998184
103,L47282,L,298.8,308.8,1555,40.6,61,0,0,0,0,0,0,1,298.82,308.82000000000005,1690.0,32.68,57.0,0.04472135955056304,0.04472135955000517,217.30163368000717,10.032297842468566,3.1622776601680926,0.002000000000050736,0.0020000000000008388,47220.00000000002,100.64699999999944,9.999999999998188
104,M14963,M,298.8,308.8,1441,40.5,63,0,0,0,0,0,0,2,298.8,308.82000000000005,1672.4,34.239999999999995,59.0,2.386040438846041e-07,0.04472135955000517,236.33196990673952,10.625111764118037,3.1622776601680926,5.693188975808606e-14,0.0020000000000008388,55852.80000000003,112.89299999999949,9.999999999998188
105,L47284,L,298.8,308.7,1450,43.4,66,0,0,0,0,0,0,1,298.8,308.8,1657.8,34.040000000000006,61.2,2.386040438846041e-07,0.07071067811867283,249.74326817754272,10.392930289384196,3.4928498393143363,5.693188975808606e-14,0.005000000000002558,62371.700000000026,108.0129999999995,12.199999999998184
106,L47285,L,298.8,308.7,1591,31.1,68,0,0,0,0,0,0,1,298.8,308.76000000000005,1605.6,35.260000000000005,63.4,2.386040438846041e-07,0.054772255750579014,225.0617692990083,9.374593324512777,3.6469165057618445,5.693188975808606e-14,0.0030000000000068357,50652.800000000025,87.88299999999953,13.299999999998182
107,L47286,L,298.8,308.7,1445,48.5,70,0,0,0,0,0,0,1,298.8,308.73999999999995,1496.4,40.82,65.6,2.386040438846041e-07,0.054772255750602364,71.1463280851515,6.329849919231875,3.646916505761846,5.693188975808606e-14,0.0030000000000093936,5061.800000000016,40.06699999999977,13.299999999998192
108,M14967,M,298.8,308.8,1497,46.8,72,0,0,0,0,0,0,2,298.8,308.73999999999995,1484.8,42.06,67.8,2.386040438846041e-07,0.054772255750602364,63.52322409953715,6.8609766068687215,3.492849839314339,5.693188975808606e-14,0.0030000000000093936,4035.2000000000176,47.07299999999984,12.199999999998205
109,H29522,H,298.9,308.8,1621,32.7,75,0,0,0,0,0,0,0,298.82,308.74,1520.8,40.5,70.2,0.04472135955053444,0.054772255750602364,81.07527366589656,8.082388260904057,3.492849839314339,0.002000000000048178,0.0030000000000093936,6573.20000000002,65.32499999999972,12.199999999998205
110,L47289,L,298.9,308.7,1572,34.1,80,0,0,0,0,0,0,1,298.84,308.73999999999995,1545.2,38.64,73.0,0.054772255750876894,0.054772255750602364,72.32703505605646,8.314926337617164,4.690415759823238,0.0030000000000394668,0.0030000000000093936,5231.200000000021,69.13799999999958,21.999999999998202
111,L47290,L,298.8,308.6,1872,22.5,82,0,0,0,0,0,0,1,298.84000000000003,308.72,1601.4,36.92,75.8,0.054772255750876894,0.08366600265348051,165.705461587722,10.786658426037206,5.118593556827716,0.0030000000000394668,0.0070000000000122065,27458.300000000014,116.35199999999946,26.19999999999821
112,H29525,H,298.7,308.6,1499,43.5,84,0,0,0,0,0,0,0,298.82,308.7,1612.2,35.92,78.6,0.08366600265369845,0.10000000000008101,154.33308135328605,9.61259590329269,4.979959839195314,0.007000000000048676,0.0100000000000162,23818.700000000008,92.4019999999994,24.79999999999822
113,M14972,M,298.8,308.7,1498,39.5,89,0,0,0,0,0,0,2,298.82,308.67999999999995,1612.4,34.46,82.0,0.08366600265369845,0.08366600265352934,154.1470077555838,7.959145682797829,5.147815070493328,0.007000000000048676,0.007000000000020379,23761.30000000001,63.34799999999933,26.49999999999823
114,M14973,M,298.8,308.6,1486,41.9,92,0,0,0,0,0,0,2,298.8,308.64,1585.4,36.3,85.4,0.07071067811906084,0.054772255750797604,163.78583577342704,8.495881355103746,4.979959839195314,0.005000000000057429,0.0030000000000307814,26825.800000000014,72.17999999999947,24.79999999999822
115,L47294,L,298.8,308.6,1680,29.4,95,0,0,0,0,0,0,1,298.78,308.62,1607.0,35.36,88.4,0.044721359550720326,0.04472135955039602,168.62680688431485,9.04256600750027,5.412947441089577,0.002000000000064804,0.002000000000035798,28435.000000000015,81.76799999999938,29.2999999999982
116,L47295,L,298.8,308.6,1431,45.7,97,0,0,0,0,0,0,1,298.78000000000003,308.62,1518.8,40.0,91.4,0.044721359550720326,0.04472135955039602,94.33292108272707,6.343500610861468,5.128352561983056,0.002000000000064804,0.002000000000035798,8898.700000000013,40.23999999999981,26.299999999998178
117,L47296,L,298.9,308.7,1564,34.1,99,0,0,0,0,0,0,1,298.82000000000005,308.64,1531.8,38.120000000000005,94.4,0.04472135955053602,0.054772255750797604,95.39496842077162,6.439099315898121,3.9749213828701264,0.0020000000000483195,0.0030000000000307814,9100.200000000015,41.46199999999965,15.799999999998159
118,L47297,L,298.8,308.6,1599,33.0,101,0,0,0,0,0,0,1,298.82,308.62,1552.0,36.82000000000001,96.8,0.04472135955053602,0.04472135955039602,97.1262065562123,6.7399554894672375,3.4928498393143315,0.0020000000000483195,0.002000000000035798,9433.500000000016,45.42699999999955,12.199999999998152
119,M14978,M,298.8,308.6,1707,28.1,103,0,0,0,0,0,0,2,298.82,308.62,1596.2,34.06,99.0,0.04472135955053602,0.04472135955039602,109.12699024531014,6.961537186570173,3.1622776601680878,0.0020000000000483195,0.002000000000035798,11908.700000000015,48.46299999999937,9.999999999998156
120,L47299,L,298.7,308.5,1467,40.7,106,0,0,0,0,0,0,1,298.8,308.6,1553.6,36.32,101.2,0.07071067811906535,0.07071067811893814,109.80801427946875,6.904491291905547,3.4928498393143315,0.005000000000058068,0.005000000000040076,12057.800000000014,47.67199999999953,12.199999999998152
121,L47300,L,298.9,308.7,1433,44.7,108,0,0,0,0,0,0,1,298.82,308.62,1554.0,36.120000000000005,103.4,0.08366600265369548,0.08366600265362531,109.25200226998139,6.571301241002386,3.6469165057618387,0.007000000000048178,0.007000000000036437,11936.000000000018,43.181999999999505,13.299999999998139
122,L47301,L,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,1,298.82,308.62,1552.8,37.54,105.6,0.08366600265369548,0.08366600265362531,109.14760647856653,6.789182572298347,3.6469165057618387,0.007000000000048178,0.007000000000036437,11913.200000000019,46.09299999999959,13.299999999998139
123,L47302,L,299.0,308.8,1310,50.7,112,0,0,0,0,0,0,1,298.86,308.65999999999997,1495.0,41.08,107.8,0.11401754251004792,0.11401754251006219,148.12663501207342,8.280821215314326,3.4928498393143315,0.013000000000030584,0.013000000000033837,21941.50000000002,68.57199999999982,12.199999999998152
124,L47303,L,298.9,308.7,1546,43.4,114,0,0,0,0,0,0,1,298.88,308.67999999999995,1462.8,44.14,110.0,0.10954451150113215,0.10954451150118721,100.29805581365981,4.011608156338303,3.1622776601680878,0.012000000000021674,0.012000000000033737,10059.700000000019,16.092999999999996,9.999999999998156
125,L47304,L,298.9,308.7,1727,29.4,116,0,0,0,0,0,0,1,298.91999999999996,308.72,1514.8,41.88,112.0,0.04472135955005143,0.04472135955036186,155.32449903347515,7.814537734248896,3.1622776601680878,0.002000000000004976,0.002000000000032742,24125.70000000002,61.066999999999865,9.999999999998156
126,L47305,L,298.9,308.6,1560,32.2,118,0,0,0,0,0,0,1,298.91999999999996,308.7,1540.2,39.38,114.0,0.04472135955005143,0.07071067811888838,148.85294756906907,8.642453355384667,3.1622776601680878,0.002000000000004976,0.0050000000000330405,22157.200000000023,74.6919999999997,9.999999999998156
127,L47306,L,299.0,308.6,1329,60.5,120,0,0,0,0,0,0,1,298.94,308.68,1494.4,43.24,116.0,0.054772255750490294,0.08366600265361385,174.9494212622609,12.913287730086399,3.1622776601680878,0.0029999999999971174,0.0070000000000345185,30607.300000000025,166.75299999999993,9.999999999998156
128,L47307,L,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,1,298.91999999999996,308.64,1515.0,42.4,118.0,0.04472135955005143,0.05477225575088646,152.42211125686464,12.43442801257862,3.1622776601680878,0.002000000000004976,0.0030000000000405154,23232.500000000022,154.61499999999987,9.999999999998156
129,L47308,L,299.0,308.6,1587,38.6,124,0,0,0,0,0,0,1,298.93999999999994,308.62,1523.2,41.440000000000005,120.0,0.054772255750490294,0.04472135955050485,155.57699058665463,12.522899025385447,3.1622776601680878,0.0029999999999971174,0.0020000000000455318,24204.200000000023,156.82299999999978,9.999999999998156
130,L47309,L,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,1,298.94,308.58000000000004,1489.6,42.42,122.0,0.054772255750490294,0.04472135955063196,112.82641534676189,11.494650929889078,3.1622776601680878,0.0029999999999971174,0.0020000000000569003,12729.800000000028,132.12699999999984,9.999999999998156
131,L47310,L,298.8,308.4,1473,41.1,128,0,0,0,0,0,0,1,298.91999999999996,308.54,1472.2,44.2,124.0,0.08366600265343772,0.08944271910036344,105.74119348673925,10.123734488813898,3.1622776601680878,0.007000000000005047,0.00800000000006652,11181.200000000026,102.49000000000001,9.999999999998156
132,L47311,L,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,1,298.88,308.5,1553.8,37.64,126.0,0.08366600265353623,0.10000000000036947,123.53622950373719,7.094927765664669,3.1622776601680878,0.0070000000000215315,0.010000000000073894,15261.200000000026,50.337999999999454,9.999999999998156
133,M14992,M,298.7,308.4,1441,43.2,132,0,0,0,0,0,0,2,298.84000000000003,308.46,1559.4,36.98,128.0,0.11401754251009653,0.08944271910043335,115.96033804711003,6.156053930887822,3.1622776601680878,0.01300000000004167,0.008000000000079024,13446.800000000032,37.89699999999941,9.999999999998156
134,M14993,M,298.7,308.4,1430,49.6,135,0,0,0,0,0,0,2,298.78000000000003,308.41999999999996,1528.0,39.18,130.2,0.0836660026538356,0.04472135955091553,127.31849826321402,8.426565136519127,3.4928498393143346,0.007000000000071626,0.0020000000000822637,16210.000000000033,71.0069999999996,12.199999999998173
135,L47314,L,298.8,308.4,1369,53.0,138,0,0,0,0,0,0,1,298.76,308.4,1490.0,42.92,132.6,0.0547722557512784,2.9309004044303304e-07,143.12581877495072,9.763042558547,3.9749213828701313,0.0030000000000834494,8.590177180689874e-14,20485.000000000033,95.31699999999992,15.799999999998198
136,M14995,M,298.8,308.5,1711,28.5,140,0,0,0,0,0,0,2,298.76,308.41999999999996,1537.6,40.4,135.0,0.0547722557512784,0.04472135955091553,172.60011587481637,11.770089209517474,4.123105625617443,0.0030000000000834494,0.0020000000000822637,29790.80000000004,138.53499999999968,16.999999999998206
137,H29550,H,298.7,308.5,1420,45.7,143,0,0,0,0,0,0,0,298.74,308.43999999999994,1474.2,44.0,137.6,0.05477225575135883,0.05477225575123929,135.2172326295729,9.435835946009236,4.277849927241279,0.00300000000009226,0.003000000000079166,18283.700000000033,89.03500000000003,18.299999999998214
138,L47317,L,298.7,308.6,1297,55.3,148,0,0,0,0,0,0,1,298.74,308.48,1445.4,46.42,140.8,0.05477225575135883,0.08366600265386775,157.54777053325773,10.652558378155,4.96990945591549,0.00300000000009226,0.007000000000077006,24821.300000000036,113.47700000000026,24.699999999998198
139,H29552,H,298.8,308.6,1449,49.4,150,0,0,0,0,0,0,0,298.76,308.52,1449.2,46.379999999999995,143.8,0.0547722557512784,0.08366600265386775,157.31242798965388,10.637997931941905,5.118593556827711,0.0030000000000834494,0.007000000000077006,24747.200000000037,113.16700000000026,26.199999999998155
140,L47319,L,298.8,308.6,1268,55.8,155,0,0,0,0,0,0,1,298.76,308.56000000000006,1429.0,46.94,147.2,0.0547722557512784,0.05477225575123929,175.60609328835955,11.135663428821845,5.8906705900091,0.0030000000000834494,0.003000000000079166,30837.500000000036,124.0030000000003,34.69999999999816
141,L47320,L,298.8,308.6,1511,36.1,157,0,0,0,0,0,0,1,298.76000000000005,308.58000000000004,1389.0,48.459999999999994,150.6,0.0547722557512784,0.04472135955091554,103.13825672368152,8.09215669645617,5.594640292279585,0.0030000000000834494,0.002000000000082264,10637.500000000036,65.48300000000044,31.2999999999982
142,L47321,L,298.7,308.5,1544,35.2,159,0,0,0,0,0,0,1,298.76,308.58000000000004,1413.8,46.36,153.8,0.0547722557512784,0.04472135955091554,125.03879398010858,10.100643543854037,4.658325879540652,0.0030000000000834494,0.002000000000082264,15634.700000000037,102.02300000000025,21.699999999998195
143,M15002,M,298.6,308.4,1778,28.2,161,0,0,0,0,0,0,2,298.74,308.54,1510.0,40.94,156.4,0.08944271910049581,0.08944271910043335,183.8926317175325,11.303450800529891,4.2190046219455795,0.008000000000090199,0.008000000000079024,33816.500000000044,127.76799999999982,17.799999999998164
144,H29557,H,298.6,308.4,1407,50.5,164,0,0,0,0,0,0,0,298.7,308.5,1501.6,41.160000000000004,159.2,0.1000000000005433,0.10000000000038972,188.2825005145195,11.51794252460047,3.492849839314334,0.010000000000108658,0.010000000000077943,35450.30000000004,132.66299999999984,12.19999999999817
145,M15004,M,298.6,308.4,1391,42.4,169,0,0,0,0,0,0,2,298.66,308.46,1526.2,38.480000000000004,162.0,0.08944271910072142,0.08944271910043335,155.27298541600868,8.395653637448346,4.690415759823236,0.008000000000130557,0.008000000000079024,24109.700000000048,70.48699999999964,21.999999999998185
146,L47325,L,298.5,308.4,1513,33.6,172,0,0,0,0,0,0,1,298.6,308.41999999999996,1526.6,37.980000000000004,165.0,0.07071067811984964,0.04472135955091553,155.22660854376755,8.643610356789551,5.431390245599941,0.005000000000168984,0.0020000000000822637,24095.300000000047,74.7119999999996,29.499999999998185
147,H29560,H,298.5,308.4,1612,36.1,174,0,0,0,0,0,0,0,298.56000000000006,308.4,1540.2,38.16,168.0,0.05477225575230583,2.9309004044303304e-07,160.03655832340326,8.58038460676441,5.431390245599941,0.0030000000001959987,8.590177180689874e-14,25611.700000000048,73.62299999999962,29.499999999998185
148,L47327,L,298.4,308.4,1515,40.1,179,0,0,0,0,0,0,1,298.52,308.4,1487.6,40.54,171.6,0.08366600265475026,2.9309004044303304e-07,90.41460059083407,6.533222788180408,5.594640292279585,0.007000000000224676,8.590177180689874e-14,8174.800000000052,42.682999999999794,31.299999999998196
149,M15008,M,298.3,308.3,1379,48.0,181,0,0,0,0,0,0,2,298.46000000000004,308.38,1482.0,40.04,175.0,0.11401754251106684,0.04472135955098544,97.2625313263029,5.610971395400243,4.9497474683056515,0.013000000000262933,0.0020000000000885165,9460.000000000055,31.482999999999755,24.49999999999821
150,L47329,L,298.4,308.3,1473,39.9,184,0,0,0,0,0,0,1,298.41999999999996,308.36,1498.4,39.54,178.0,0.08366600265511842,0.05477225575134891,84.10588564422858,5.457380323928296,4.9497474683056515,0.0070000000002862816,0.0030000000000911737,7073.800000000056,29.782999999999717,24.49999999999821
151,L47330,L,298.4,308.3,1422,42.7,186,0,0,0,0,0,0,1,298.4,308.34000000000003,1480.2,41.36,180.8,0.0707106781207671,0.05477225575138393,89.80924228608131,4.39522468140138,4.658325879540652,0.005000000000298731,0.0030000000000950104,8065.700000000057,19.317999999999856,21.69999999999819
152,M15011,M,298.4,308.2,1463,37.6,188,0,0,0,0,0,0,2,298.38,308.3,1450.4,41.660000000000004,183.6,0.04472135955348092,0.0707106781193923,51.83435154412621,3.977813469734331,3.6469165057618436,0.0020000000003117194,0.005000000000104305,2686.800000000059,15.822999999999876,13.299999999998175
153,M15012,M,298.4,308.2,1584,41.0,191,0,0,0,0,0,0,2,298.38,308.26000000000005,1464.2,41.839999999999996,186.0,0.04472135955348092,0.0547722557515448,76.6009138326695,3.909347771687739,3.8078865529317154,0.0020000000003117194,0.003000000000112632,5867.700000000059,15.282999999999891,14.499999999998183
154,L47333,L,298.4,308.2,1850,27.0,194,0,0,0,0,0,0,1,298.4,308.23999999999995,1558.4,37.64,188.6,5.466926975832532e-07,0.05477225575156815,173.69887737115647,6.229205406791429,3.974921382870131,2.9887290559085436e-13,0.00300000000011519,30171.30000000005,38.80299999999958,15.799999999998192
155,L47334,L,298.4,308.2,1528,36.2,196,0,0,0,0,0,0,1,298.4,308.21999999999997,1569.4,36.9,191.0,5.466926975832532e-07,0.0447213595513183,168.60545661395437,6.112282715974412,4.123105625617443,2.9887290559085436e-13,0.0020000000001182882,28427.80000000005,37.35999999999953,16.999999999998202
156,H29569,H,298.4,308.2,1987,19.8,198,0,0,0,0,0,0,0,298.4,308.2,1682.4,32.32,193.4,5.466926975832532e-07,3.4917952481730667e-07,225.01622163746336,8.7081570955053,3.974921382870131,2.9887290559085436e-13,1.219263405516401e-13,50632.30000000004,75.83199999999928,15.799999999998194
157,M15016,M,298.4,308.1,1495,46.0,203,0,0,0,0,0,0,2,298.4,308.17999999999995,1688.8,34.0,196.4,5.466926975832532e-07,0.0447213595514168,217.54700641470575,10.58867319355921,4.505552130427321,2.9887290559085436e-13,0.002000000000127099,47326.700000000026,112.11999999999938,20.29999999999817
158,H29571,H,298.4,308.2,1478,43.5,206,0,0,0,0,0,0,0,298.4,308.17999999999995,1667.6,34.5,199.4,5.466926975832532e-07,0.0447213595514168,234.79416517452051,11.050791826833017,4.979959839195307,2.9887290559085436e-13,0.002000000000127099,55128.300000000025,122.11999999999941,24.79999999999815
159,M15018,M,298.4,308.2,1499,40.0,211,0,0,0,0,0,0,2,298.4,308.18,1597.4,37.1,202.8,5.466926975832532e-07,0.0447213595514168,218.53443664557773,10.35229443167067,6.058052492344228,2.9887290559085436e-13,0.002000000000127099,47757.300000000025,107.16999999999955,36.69999999999811
